"No","NOMOR_PBK","TGL_DOKUMEN","TGL_BERLAKU","JUMLAH_PBK","CURRENCY_PBK","TIPE_PBK","FG_STATUS","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","KPPADM_LB","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","NO PROD HUKUM","KPPADM_KB","NTPN"
"194","PBK-00389/II/WPJ.20/KP.0703/2022","20220203","20211111","1,284,832","IDR","MASA","SETUJU","029985207","007","000","PARIT PADANG GLOBAL","411221","920","7","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","7","2021","","007","D0F841PIEQ306CQU"
"195","PBK-00390/II/WPJ.20/KP.0703/2022","20220203","20220117","1,448,545","IDR","MASA","SETUJU","832693436","004","000","BALAI LELANG TRIBIK","411124","104","1","2021","007","832693436","004","000","BALAI LELANG TRIBIK","411124","104","1","2022","","007","40A752M04TJ5H9OP"
"196","PBK-00391/II/WPJ.20/KP.0703/2022","20220203","20210215","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2021","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2021","","007","81C6600MMP3S3VRG"
"197","PBK-00392/II/WPJ.20/KP.0703/2022","20220203","20210415","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2021","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2021","","007","98EE23L7OHOUP3HO"
"198","PBK-00393/II/WPJ.20/KP.0703/2022","20220203","20210312","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2021","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2021","","007","19CD93ICP3EL7Q58"
"199","PBK-00394/II/WPJ.20/KP.0703/2022","20220203","20200508","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","","007","1310B2LUAR9RNT8T"
"200","PBK-00395/II/WPJ.20/KP.0703/2022","20220203","20200610","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","","007","0B56B00LUCAK83PK"
"201","PBK-00396/II/WPJ.20/KP.0703/2022","20220203","20200715","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","","007","1CD4F1PH13240B46"
"202","PBK-00397/II/WPJ.20/KP.0703/2022","20220203","20200813","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2020","","007","DE90A67KJ7S0RKTT"
"203","PBK-00398/II/WPJ.20/KP.0703/2022","20220203","20220117","51,282","IDR","MASA","SETUJU","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2021","007","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2022","","007","E6F5D67M47SIA8PL"
"204","PBK-00399/II/WPJ.20/KP.0703/2022","20220203","20220117","76,923","IDR","MASA","SETUJU","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2021","007","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2022","","007","4BE0A80H3T1BMGR3"
"205","PBK-00400/II/WPJ.20/KP.0703/2022","20220203","20190809","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","30EEB2LPQPNSQPCA"
"206","PBK-00401/II/WPJ.20/KP.0703/2022","20220203","20220107","8,412,500","IDR","MASA","SETUJU","010027134","007","000","SOHO INDUSTRI PHARMASI","411121","100","1","2021","007","010027134","007","000","SOHO INDUSTRI PHARMASI","411121","100","12","2021","","007","BCB1E743K1BQJ3GG"
"207","PBK-00402/II/WPJ.20/KP.0703/2022","20220203","20220110","3,176,470","IDR","MASA","SETUJU","811015866","002","000","INDOMOBIL PRIMA ENERGI","411121","100","12","2021","007","811015866","002","000","INDOMOBIL PRIMA ENERGI","411121","100","2","2022","","007","469123IDKN6H00G4"
"208","PBK-00403/II/WPJ.20/KP.0703/2022","20220203","20210610","48,510","IDR","MASA","SETUJU","801810524","402","000","SENTRA TRADA INDOSTATION","411124","104","5","2021","007","801810524","402","000","SENTRA TRADA INDOSTATION","411128","409","5","2021","","007","08F025B81R2E7G6O"
"209","PBK-00404/II/WPJ.20/KP.0703/2022","20220203","20220126","199,792,508","IDR","MASA","SETUJU","020622510","007","000","WAHANA CIPTA SEJAHTERA","411211","100","1","2021","007","020622510","007","000","WAHANA CIPTA SEJAHTERA","411211","100","12","2021","","007","A4F4F80H3TFBG2MJ"
"210","PBK-00405/II/WPJ.20/KP.0703/2022","20220203","20200310","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","","007","B628700LL9DD69MS"
"211","PBK-00406/II/WPJ.20/KP.0703/2022","20220203","20200409","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","","007","810683IBNL2RK8UO"
"212","PBK-00407/II/WPJ.20/KP.0703/2022","20220203","20200114","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","","007","974B43IBEJO4QPLK"
"213","PBK-00361/II/WPJ.20/KP.0703/2022","20220202","20210915","8,772,873","IDR","MASA","SETUJU","029985207","007","000","PARIT PADANG GLOBAL","411211","920","9","2020","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","3","2021","","007","328AE743AJ3QNN89"
"214","PBK-00362/II/WPJ.20/KP.0703/2022","20220202","20210507","234,848","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411122","920","5","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411122","920","5","2021","","007","75DB21PHVG68VJAJ"
"215","PBK-00363/II/WPJ.20/KP.0703/2022","20220202","20210507","49,500","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411122","920","5","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411122","920","5","2021","","007","2C8145B7UQFOPJ0K"
"216","PBK-00364/II/WPJ.20/KP.0703/2022","20220202","20200915","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2020","","007","8CB7100M7FI7MPMO"
"217","PBK-00365/II/WPJ.20/KP.0703/2022","20220202","20201015","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2020","","007","99DCB5B79G0BGDUU"
"218","PBK-00366/II/WPJ.20/KP.0703/2022","20220202","20201115","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2020","","007","ED5433ICCS9E4KV0"
"219","PBK-00367/II/WPJ.20/KP.0703/2022","20220202","20210115","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2020","","007","EF234742IE1AMSU0"
"220","PBK-00368/II/WPJ.20/KP.0703/2022","20220202","20190308","976,989","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2019","","007","8D9306FFUV3Q67G5"
"221","PBK-00369/II/WPJ.20/KP.0703/2022","20220202","20190509","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","B341712632SH7RCL"
"222","PBK-00370/II/WPJ.20/KP.0703/2022","20220202","20201223","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2020","","007","FA87B67KVFD4PLJT"
"223","PBK-00371/II/WPJ.20/KP.0703/2022","20220202","20190409","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","","007","ABEC9473PVPI0PQL"
"224","PBK-00372/II/WPJ.20/KP.0703/2022","20220202","20190709","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","9B3D826B58P579GL"
"225","PBK-00373/II/WPJ.20/KP.0703/2022","20220202","20190610","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","40A0F54TTUBV1NN5"
"226","PBK-00374/II/WPJ.20/KP.0703/2022","20220202","20190911","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","0DCD40SUREER4Q0R"
"227","PBK-00375/II/WPJ.20/KP.0703/2022","20220202","20191010","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","EB8E80T2M0DDP7NK"
"228","PBK-00376/II/WPJ.20/KP.0703/2022","20220202","20190809","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","D54EE67FQ41BJEK3"
"229","PBK-00377/II/WPJ.20/KP.0703/2022","20220202","20190911","6,397,727","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","83D602LPR3JGQA6O"
"230","PBK-00378/II/WPJ.20/KP.0703/2022","20220202","20190809","6,397,727","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","73C4A0SUR4J8IPI1"
"231","PBK-00379/II/WPJ.20/KP.0703/2022","20220202","20191014","6,397,727","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","6A8147414QDJTDJ8"
"232","PBK-00380/II/WPJ.20/KP.0703/2022","20220202","20191114","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","4FCA73IB8GQ54POT"
"233","PBK-00381/II/WPJ.20/KP.0703/2022","20220202","20200211","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","","007","31D755B6H8S4AQIA"
"234","PBK-00382/II/WPJ.20/KP.0703/2022","20220202","20191210","1,922,431","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","","007","0607380EQM54R93F"
"235","PBK-00333/I/WPJ.20/KP.0703/2022","20220131","20210615","35,206,087","IDR","MASA","SETUJU","029065562","006","000","SWASTIKA AGRINDO MAS","411126","100","5","2021","007","029065562","006","000","SWASTIKA AGRINDO MAS","411211","100","12","2021","","007","9941C67LHLRMRK54"
"236","PBK-00334/I/WPJ.20/KP.0703/2022","20220131","20220110","14,060,405","IDR","MASA","SETUJU","024638967","007","000","TEHNIK BAYU MURNI","411121","100","12","2021","007","024638967","007","000","TEHNIK BAYU MURNI","411121","100","5","2021","","007","90B785B8KCILOGM6"
"237","PBK-00335/I/WPJ.20/KP.0703/2022","20220131","20190610","568,182","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","F419551ND2C5BMN5"
"238","PBK-00336/I/WPJ.20/KP.0703/2022","20220131","20180109","1,477,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2017","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2017","","007","CEEFF2AUJS0H1QSL"
"239","PBK-00337/I/WPJ.20/KP.0703/2022","20220131","20180309","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2018","","007","4BB2A2GGTLPSM90L"
"240","PBK-00338/I/WPJ.20/KP.0703/2022","20220131","20180209","4,123,409","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2018","","007","8B7E63JK8M8A59EL"
"241","PBK-00339/I/WPJ.20/KP.0703/2022","20220131","20180509","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2018","","007","E4D200CG6SRNL64L"
"242","PBK-00340/I/WPJ.20/KP.0703/2022","20220131","20181210","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","F84B25PS33ADEFR5"
"243","PBK-00341/I/WPJ.20/KP.0703/2022","20220131","20181210","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","C72435R5C41QLIR5"
"244","PBK-00342/I/WPJ.20/KP.0703/2022","20220131","20210507","1,565,650","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411211","920","5","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","5","2021","","007","EABB71PHVG67RD6N"
"245","PBK-00343/I/WPJ.20/KP.0703/2022","20220131","20210507","330,000","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411211","920","5","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","5","2021","","007","776780T4FLJQ2UH0"
"246","PBK-00344/I/WPJ.20/KP.0703/2022","20220131","20190110","14,701,790","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2018","","007","0C40C3JEUE3LQPT5"
"247","PBK-00345/I/WPJ.20/KP.0703/2022","20220131","20220111","76,923","IDR","MASA","SETUJU","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2021","007","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2022","","007","32C443IDKNM1BCUK"
"248","PBK-00346/I/WPJ.20/KP.0703/2022","20220131","20220111","51,282","IDR","MASA","SETUJU","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2021","007","832693436","004","000","BALAI LELANG TRIBIK","411121","100","1","2022","","007","A685B5B8KCQPVJEE"
"249","PBK-00347/I/WPJ.20/KP.0703/2022","20220131","20211110","927,658","IDR","MASA","SETUJU","021899026","017","003","INTI PRIMA RASA (D/H.PT.TECHNO LINTAS BUANA)","411124","104","10","2021","007","021899026","009","000","INTI PRIMA RASA","411124","104","2","2022","","007","0B8F60T4UUVFSUNR"
"250","PBK-00348/I/WPJ.20/KP.0703/2022","20220131","20220110","2,433,135","IDR","MASA","SETUJU","021899026","017","003","INTI PRIMA RASA (D/H.PT.TECHNO LINTAS BUANA)","411124","104","12","2021","007","021899026","009","000","INTI PRIMA RASA","411124","104","2","2022","","007","E6E670T5578DAO6N"
"251","PBK-00349/I/WPJ.20/KP.0703/2022","20220131","20211110","25,200","IDR","MASA","SETUJU","021899026","009","000","INTI PRIMA RASA","411124","104","10","2021","007","021899026","009","000","INTI PRIMA RASA","411124","104","2","2022","","007","F174A0T4UUVEKUJF"
"252","PBK-00350/I/WPJ.20/KP.0703/2022","20220131","20200109","16,959,191","IDR","KIRIM","SETUJU","029985207","007","002","PARIT PADANG GLOBAL","411124","104","12","2019","007","029985207","007","000","PARIT PADANG GLOBAL","411124","104","2","2022","","007","C42B90T2V394F7KV"
"253","PBK-00351/I/WPJ.20/KP.0703/2022","20220131","20191209","634,720","IDR","KIRIM","SETUJU","029985207","007","002","PARIT PADANG GLOBAL","411124","104","11","2019","007","029985207","007","000","PARIT PADANG GLOBAL","411124","104","2","2022","","007","E560E4EKRKG2EBER"
"254","PBK-00352/I/WPJ.20/KP.0703/2022","20220131","20191106","6,713,285","IDR","KIRIM","SETUJU","029985207","007","002","PARIT PADANG GLOBAL","411124","104","10","2019","007","029985207","007","000","PARIT PADANG GLOBAL","411124","104","2","2022","","007","5879D0SUS0HPNU4C"
"255","PBK-00353/I/WPJ.20/KP.0703/2022","20220131","20191210","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","","007","66C2867JR11PTPBT"
"256","PBK-00354/I/WPJ.20/KP.0703/2022","20220131","20191113","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","BFC7A7417QU1V28M"
"257","PBK-00355/I/WPJ.20/KP.0703/2022","20220131","20200211","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","","007","2B3580T3242BPDPV"
"258","PBK-00356/I/WPJ.20/KP.0703/2022","20220131","20200114","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","","007","2B2D45B6E8T9CA56"
"259","PBK-00357/I/WPJ.20/KP.0703/2022","20220131","20200508","3,409,091","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","","007","AEF5C80F9QORN6VB"
"260","PBK-00358/I/WPJ.20/KP.0703/2022","20220131","20200409","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","","007","7FE150T385C4L1T3"
"261","PBK-00359/I/WPJ.20/KP.0703/2022","20220131","20200310","4,907,711","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","","007","D44B74EP4EADHDDB"
"262","PBK-00360/I/WPJ.20/KP.0703/2022","20220131","20200508","1,498,620","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","","007","2BA442LUARAHFF45"
"263","PBK-00272/I/WPJ.20/KP.0703/2022","20220128","20211214","8,867,500","IDR","MASA","SETUJU","919281329","009","000","KIRAI ABADI JAYA","411211","100","12","2021","007","919281329","009","000","KIRAI ABADI JAYA","411211","100","11","2021","","007","BEE0E00NI97CA1EO"
"264","PBK-00273/I/WPJ.20/KP.0703/2022","20220128","20220112","855,459","IDR","MASA","SETUJU","718039530","003","000","VIZTA INTERNASIONAL INDONESIA","411121","100","5","2021","007","718039530","003","000","VIZTA INTERNASIONAL INDONESIA","411211","100","5","2021","","007","08FEF0T557DJP6HI"
"265","PBK-00275/I/WPJ.20/KP.0703/2022","20220128","20191113","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","6010600L96B3K7IF"
"266","PBK-00276/I/WPJ.20/KP.0703/2022","20220128","20191113","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","D44F62LTOM28OHKC"
"267","PBK-00277/I/WPJ.20/KP.0703/2022","20220128","20190709","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","1B81326E02GD31GL"
"268","PBK-00278/I/WPJ.20/KP.0703/2022","20220128","20190509","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","DD7A211M6BBU67CL"
"269","PBK-00279/I/WPJ.20/KP.0703/2022","20220128","20190509","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","95F9C10DVC97THCL"
"270","PBK-00280/I/WPJ.20/KP.0703/2022","20220128","20190409","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","","007","DECB7475D6TKQ9QL"
"271","PBK-00281/I/WPJ.20/KP.0703/2022","20220128","20190208","2,100,256","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","","007","6ACDB0Q156E4VTU5"
"272","PBK-00282/I/WPJ.20/KP.0703/2022","20220128","20210625","1,874,242","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411211","920","6","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","6","2021","","007","F4A9E4EQI2E8EEM8"
"273","PBK-00283/I/WPJ.20/KP.0703/2022","20220128","20210625","281,136","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411122","920","6","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411122","920","6","2021","","007","0D7692LVID9FP62C"
"274","PBK-00284/I/WPJ.20/KP.0703/2022","20220128","20171129","113,636","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2017","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2017","","007","758BC55I08FDDQIL"
"275","PBK-00285/I/WPJ.20/KP.0703/2022","20220128","20180109","1,363,637","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2017","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2017","","007","9010228CTOJTUKSL"
"276","PBK-00286/I/WPJ.20/KP.0703/2022","20220128","20180209","5,901,682","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2018","","007","DCCE53GLE18566EL"
"277","PBK-00287/I/WPJ.20/KP.0703/2022","20220128","20180309","10,861,083","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2018","","007","992FC2FKSVOB080L"
"278","PBK-00288/I/WPJ.20/KP.0703/2022","20220128","20180410","10,861,083","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2018","","007","0E6721VT2TJSCNB5"
"279","PBK-00289/I/WPJ.20/KP.0703/2022","20220128","20180509","10,861,083","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2018","","007","A3BE109N03DTUT4L"
"280","PBK-00290/I/WPJ.20/KP.0703/2022","20220128","20180606","10,861,083","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2018","","007","8B9C57055LGF4OD5"
"281","PBK-00291/I/WPJ.20/KP.0703/2022","20220128","20180706","10,861,083","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2018","","007","438952GRDQIQQOV5"
"282","PBK-00292/I/WPJ.20/KP.0703/2022","20220128","20191113","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","80C643IB8GKG7KON"
"283","PBK-00293/I/WPJ.20/KP.0703/2022","20220128","20210625","171,900","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411122","920","6","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411122","920","6","2021","","007","5698E0T4IO4N83A4"
"284","PBK-00294/I/WPJ.20/KP.0703/2022","20220128","20210625","1,146,000","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411211","920","6","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411211","920","6","2021","","007","08B023ID27RS9QBO"
"285","PBK-00295/I/WPJ.20/KP.0703/2022","20220128","20210604","548,700","IDR","MASA","SETUJU","029985207","007","001","PARIT PADANG GLOBAL","411122","920","6","2021","007","029985207","007","000","PARIT PADANG GLOBAL","411122","920","6","2021","","007","242395B81QCN53EB"
"286","PBK-00302/I/WPJ.20/KP.0703/2022","20220128","20191010","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","1B2DC67JKVRO3QFA"
"287","PBK-00303/I/WPJ.20/KP.0703/2022","20220128","20190911","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","D64CC2LPR3JJTA3O"
"288","PBK-00304/I/WPJ.20/KP.0703/2022","20220128","20190809","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","DBA9C3I7AKA99LNM"
"289","PBK-00305/I/WPJ.20/KP.0703/2022","20220128","20190709","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","AFA4926LD8PAOOGL"
"290","PBK-00306/I/WPJ.20/KP.0703/2022","20220128","20190610","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","9B7A1544LE7EHDN5"
"291","PBK-00307/I/WPJ.20/KP.0703/2022","20220128","20190509","2,676,733","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","F134212CK1P6QPCL"
